user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Skiv_18-Q3-R9-52_BAT3C.50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__	N/A	N/A	N/A	N/A	N/A	GCA_002389785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__UBA4408 sp002389785	77.32	0.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	97.6	11	0.9049586710452338	N/A
Skiv_18-Q3-R9-52_BAT3C.511	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	N/A	N/A	N/A	N/A	N/A	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI	N/A	GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.8, 0.17	91.74	11	0.9351808551422937	N/A
Skiv_18-Q3-R9-52_BAT3C.518	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.51	11	0.7885142535313653	N/A
Skiv_18-Q3-R9-52_BATAC.164	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.14	11	0.8004678961428588	N/A
Skiv_18-Q3-R9-52_BATAC.176	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__	N/A	N/A	N/A	N/A	N/A	GCA_003402375.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp003402375	93.87	0.81	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003402315.1, s__Nitrotoga sp003402315, 95.0, 93.08, 0.82; GCA_003402345.1, s__Nitrotoga sp003402345, 95.0, 93.08, 0.82; GCF_013168275.1, s__Nitrotoga sp013168275, 95.0, 87.36, 0.75; GCA_903878125.1, s__Nitrotoga sp903878125, 95.0, 87.1, 0.73; GCA_003402285.1, s__Nitrotoga sp003402285, 95.0, 85.16, 0.7; GCA_009885195.1, s__Nitrotoga sp009885195, 95.0, 76.81, 0.27; GCA_002470125.1, s__Nitrotoga sp002470125, 95.0, 76.73, 0.24	80.27	11	0.990358935098221	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Skiv_18-Q3-R9-52_BATAC.232	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.47	11	0.8755268896709727	N/A
Skiv_18-Q3-R9-52_BATAC.251	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.68	11	0.8684533186899099	N/A
Skiv_18-Q3-R9-52_BATAC.284	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI	N/A	GCF_002127295.1, s__JJ008 sp002127295, 95.0, 78.46, 0.36; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 78.36, 0.33; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.56, 0.26; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 77.31, 0.25; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 77.24, 0.24; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.24, 0.24; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.18, 0.21	93.57	11	0.9583271904737299	N/A
Skiv_18-Q3-R9-52_BATAC.286	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013360195.1	95.0	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__JABWCQ01 sp013360195	78.95	0.33	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	88.25	11	0.94062776254967	N/A
Skiv_18-Q3-R9-52_BATAC.289	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	95.33	11	0.9156084453359816	N/A
Skiv_18-Q3-R9-52_BATAC.294	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	88.07	11	0.8205588878602491	N/A
Skiv_18-Q3-R9-52_BATAC.296	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI	N/A	GCF_002127295.1, s__JJ008 sp002127295, 95.0, 77.67, 0.29; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.22, 0.29; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.21, 0.26; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 77.14, 0.27; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.03, 0.25; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 76.8, 0.21	82.77	11	0.9588155144963674	N/A
Skiv_18-Q3-R9-52_BATAC.318	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_002198735.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__Aquabacterium_A sp002198735	82.66	0.53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001770815.1, s__Aquabacterium_A sp001770815, 95.0, 81.21, 0.52; GCF_005403045.1, s__Aquabacterium_A pictum, 95.0, 80.94, 0.49; GCF_000244995.1, s__Aquabacterium_A sp000244995, 95.0, 80.53, 0.48; GCF_013266755.1, s__Aquabacterium_A sp013266755, 95.0, 79.86, 0.41; GCA_013360485.1, s__Aquabacterium_A sp013360485, 95.0, 79.77, 0.45; GCA_008933545.1, s__Aquabacterium_A sp008933545, 95.0, 79.56, 0.48; GCA_010030205.1, s__Aquabacterium_A sp010030205, 95.0, 79.24, 0.41	95.89	11	0.9719442963312448	N/A
Skiv_18-Q3-R9-52_BATAC.351	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.7	11	0.9086251057567334	N/A
Skiv_18-Q3-R9-52_BATAC.354	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__	taxonomic classification fully defined by topology	N/A	N/A	78.44	11	0.9262992775605017	N/A
Skiv_18-Q3-R9-52_BATAC.396	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__UBA690;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298225.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__UBA690;s__UBA690 sp002298225	77.54	0.24	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__UBA690;s__	taxonomic classification defined by topology and ANI	N/A	N/A	93.45	11	0.924593536051105	N/A
Skiv_18-Q3-R9-52_BATAC.474	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_903837525.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp903837525	79.29	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 77.64, 0.32	74.95	11	0.9632775878075626	N/A
Skiv_18-Q3-R9-52_BATAC.484	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	taxonomic classification fully defined by topology	N/A	N/A	73.4	11	0.9443089339700487	N/A
Skiv_18-Q3-R9-52_BATAC.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_007994965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__Piscinibacter aquaticus	86.71	0.74	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003265685.1, s__Piscinibacter caeni, 95.0, 85.46, 0.69; GCF_004011805.1, s__Piscinibacter defluvii, 95.0, 85.4, 0.73	84.1	11	0.9689111272854265	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Skiv_18-Q3-R9-52_BATAC.703	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.62	11	0.8652777171766342	N/A
Skiv_18-Q3-R9-52_MAXAC.018	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__	N/A	N/A	N/A	N/A	N/A	GCA_002344965.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__UBA2330 sp002344965	76.34	0.17	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.98	11	0.8620812298079801	N/A
Skiv_18-Q3-R9-52_MAXAC.022	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.87	11	0.66869725929849	N/A
Skiv_18-Q3-R9-52_MAXAC.035	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	ANI	N/A	GCA_013140605.1, s__OLB14 sp013140605, 95.0, 79.44, 0.45; GCA_002343775.1, s__OLB14 sp002343775, 95.0, 78.45, 0.3; GCA_903914955.1, s__OLB14 sp903914955, 95.0, 78.18, 0.33; GCA_013112685.1, s__OLB14 sp013112685, 95.0, 77.97, 0.24; GCA_003599285.1, s__OLB14 sp003599285, 95.0, 77.92, 0.33; GCA_009885525.1, s__OLB14 sp009885525, 95.0, 77.76, 0.3; GCA_903837815.1, s__OLB14 sp903837815, 95.0, 77.7, 0.29; GCA_013388795.1, s__OLB14 sp013388795, 95.0, 77.6, 0.28; GCA_014379595.1, s__OLB14 sp014379595, 95.0, 77.52, 0.27; GCA_008363285.1, s__OLB14 sp008363285, 95.0, 77.27, 0.24; GCA_900696595.1, s__OLB14 sp900696595, 95.0, 76.96, 0.25	89.4	11	0.9647310021488094	N/A
Skiv_18-Q3-R9-52_MAXAC.043	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	ANI	N/A	GCA_002343775.1, s__OLB14 sp002343775, 95.0, 79.99, 0.4; GCA_013388795.1, s__OLB14 sp013388795, 95.0, 79.86, 0.52; GCA_003599285.1, s__OLB14 sp003599285, 95.0, 78.58, 0.35; GCA_008363285.1, s__OLB14 sp008363285, 95.0, 78.36, 0.35; GCA_013112685.1, s__OLB14 sp013112685, 95.0, 78.24, 0.28; GCA_900696595.1, s__OLB14 sp900696595, 95.0, 78.15, 0.35; GCA_013140605.1, s__OLB14 sp013140605, 95.0, 77.76, 0.23	89.97	11	0.9810787536729649	N/A
Skiv_18-Q3-R9-52_MAXAC.058	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__	N/A	N/A	N/A	N/A	N/A	GCA_002389785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__UBA4408 sp002389785	88.74	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.04	11	0.9700157572472825	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Skiv_18-Q3-R9-52_MAXAC.062	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	87.16	11	0.9228450346783778	N/A
Skiv_18-Q3-R9-52_MAXAC.067	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013390615.1, s__Geothrix sp013390615, 95.0, 85.52, 0.71; GCA_003538615.1, s__Geothrix sp003538615, 95.0, 84.2, 0.83; GCF_000428885.1, s__Geothrix fermentans, 95.0, 84.12, 0.69; GCA_903884655.1, s__Geothrix sp903884655, 95.0, 84.0, 0.65; GCA_903839205.1, s__Geothrix sp903839205, 95.0, 83.62, 0.73; GCA_013334395.1, s__Geothrix sp013334395, 95.0, 83.62, 0.74; GCA_903857495.1, s__Geothrix sp903857495, 95.0, 83.55, 0.65; GCA_903863195.1, s__Geothrix sp903863195, 95.0, 83.36, 0.68; GCA_903937385.1, s__Geothrix sp903937385, 95.0, 83.35, 0.63; GCA_003158505.1, s__Geothrix sp003158505, 95.0, 82.8, 0.66; GCA_903919165.1, s__Geothrix sp903919165, 95.0, 82.77, 0.74; GCA_903913215.1, s__Geothrix sp903913215, 95.0, 82.73, 0.62; GCA_903890595.1, s__Geothrix sp903890595, 95.0, 82.71, 0.68; GCA_903843705.1, s__Geothrix sp903843705, 95.0, 82.69, 0.62; GCA_903840385.1, s__Geothrix sp903840385, 95.0, 82.51, 0.68; GCA_903886655.1, s__Geothrix sp903886655, 95.0, 82.5, 0.74; GCA_903873655.1, s__Geothrix sp903873655, 95.0, 82.42, 0.66; GCA_903927605.1, s__Geothrix sp903927605, 95.0, 82.37, 0.6; GCA_903876615.1, s__Geothrix sp903876615, 95.0, 82.17, 0.66; GCA_903880675.1, s__Geothrix sp903880675, 95.0, 81.91, 0.64	89.04	11	0.9520390507507188	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Skiv_18-Q3-R9-52_MAXAC.078_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__	ANI	N/A	GCF_001551835.1, s__Azonexus denitrificans, 95.0, 81.32, 0.49; GCF_009469765.1, s__Azonexus hortensis, 95.0, 81.14, 0.48; GCA_002440665.1, s__Azonexus sp002440665, 95.0, 80.93, 0.5; GCA_008080565.1, s__Azonexus sp008080565, 95.0, 80.72, 0.43; GCA_013335535.1, s__Azonexus sp013335535, 95.0, 80.64, 0.43; GCA_002840785.1, s__Azonexus sp002840785, 95.0, 80.52, 0.44; GCA_013363835.1, s__Azonexus sp013363835, 95.0, 80.51, 0.45; GCF_012275485.1, s__Azonexus sp012275485, 95.0, 80.49, 0.41; GCF_000012425.1, s__Azonexus aromaticus_A, 95.0, 80.43, 0.44; GCF_009469615.1, s__Azonexus sp009469615, 95.0, 80.42, 0.46; GCF_009469585.1, s__Azonexus sp009469585, 95.0, 80.28, 0.47; GCA_003583745.1, s__Azonexus sp003583745, 95.0, 80.23, 0.4; GCA_002842145.1, s__Azonexus sp002842145, 95.0, 80.17, 0.38; GCF_003441615.1, s__Azonexus sp003441615, 95.0, 80.13, 0.47; GCA_903922075.1, s__Azonexus sp903922075, 95.0, 80.0, 0.5; GCF_008711155.1, s__Azonexus sp008711155, 95.0, 79.96, 0.38; GCF_001956855.1, s__Azonexus hydrophilus_A, 95.0, 79.95, 0.42; GCA_002840765.1, s__Azonexus sp002840765, 95.0, 79.89, 0.4; GCF_000519045.1, s__Azonexus agitatus, 95.0, 79.81, 0.46; GCA_008933675.1, s__Azonexus sp008933675, 95.0, 79.68, 0.37; GCA_002345845.1, s__Azonexus sp002345845, 95.0, 79.66, 0.38; GCF_000429605.1, s__Azonexus hydrophilus, 95.0, 79.6, 0.42; GCA_002396525.1, s__Azonexus sp002396525, 95.0, 79.57, 0.36; GCA_903930395.1, s__Azonexus sp903930395, 95.0, 79.57, 0.57; GCA_011391255.1, s__Azonexus sp011391255, 95.0, 79.54, 0.41; GCA_002470165.1, s__Azonexus sp002470165, 95.0, 79.52, 0.42; GCA_002842345.1, s__Azonexus sp002842345, 95.0, 79.51, 0.39; GCF_003634965.1, s__Azonexus fungiphilus, 95.0, 79.5, 0.4; GCA_004379165.1, s__Azonexus sp004379165, 95.0, 79.4, 0.49; GCA_002425245.1, s__Azonexus sp002425245, 95.0, 79.28, 0.39; GCA_012026885.1, s__Azonexus sp012026885, 95.0, 79.11, 0.39; GCA_013693915.1, s__Azonexus sp013693915, 95.0, 79.09, 0.34; GCA_903951825.1, s__Azonexus sp903951825, 95.0, 78.93, 0.42; GCA_009779265.1, s__Azonexus sp009779265, 95.0, 78.68, 0.4; GCA_009782025.1, s__Azonexus sp009782025, 95.0, 78.62, 0.42; GCA_900549295.1, s__Azonexus sp900549295, 95.0, 78.41, 0.31; GCA_012839675.1, s__Azonexus sp012839675, 95.0, 78.33, 0.29	90.29	11	0.9633008205147965	N/A
Skiv_18-Q3-R9-52_MAXAC.081	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.9	11	0.6718221858087852	N/A
Skiv_18-Q3-R9-52_MAXAC.090	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__	taxonomic classification fully defined by topology	N/A	N/A	93.77	11	0.9638790577680345	N/A
Skiv_18-Q3-R9-52_MAXAC.110	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__CAINDZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.97	11	0.9405996882440808	N/A
Skiv_18-Q3-R9-52_MAXAC.113	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	ANI	N/A	GCA_002360555.1, s__OLB17 sp002360555, 95.0, 77.2, 0.2	75.64	11	0.9311471897477209	N/A
Skiv_18-Q3-R9-52_MAXAC.125	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	N/A	N/A	N/A	N/A	N/A	GCA_005772895.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 sp005772895	80.46	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903919535.1, s__2-12-FULL-35-15 sp903919535, 95.0, 77.31, 0.22; GCA_001769385.1, s__2-12-FULL-35-15 sp001769385, 95.0, 77.24, 0.23	92.99	11	0.968147413459828	N/A
Skiv_18-Q3-R9-52_MAXAC.146	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__OLB7;f__OLB7;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	95.73	11	0.747289326530916	N/A
Skiv_18-Q3-R9-52_MAXAC.174	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	N/A	N/A	N/A	N/A	N/A	GCA_003484265.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp003484265	77.79	0.34	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002418205.1, s__UBA12294 sp002418205, 95.0, 77.92, 0.29; GCA_013360875.1, s__UBA12294 sp013360875, 95.0, 77.53, 0.3; GCA_011362695.1, s__UBA12294 sp011362695, 95.0, 77.4, 0.2; GCA_003577395.1, s__UBA12294 sp003577395, 95.0, 77.35, 0.21; GCA_011331405.1, s__UBA12294 sp011331405, 95.0, 77.13, 0.24; GCA_013388685.1, s__UBA12294 sp013388685, 95.0, 77.1, 0.25	92.89	11	0.9663379572129027	N/A
Skiv_18-Q3-R9-52_MAXAC.177	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	95.89	11	0.5782215399328249	N/A
Skiv_18-Q3-R9-52_MAXAC.212	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.0	11	0.7969239445332719	N/A
Skiv_18-Q3-R9-52_MAXAC.254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA4660;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.5	11	0.8886353309209035	N/A
