MAG	NumContigs	TotBP	MaxContigBP	AvContigBP	HQMAG	HQdRep	HQdRep99ANI	HQSpRep	Comp	Cont	StrHet	Circ	FLSSU	FLLSU	GTDBTaxRS95	MiDAS3_7Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	ilmcov	npcov	max_abund	mm27f	mm534r	ttl_polymorphic_rate	polymut_rate
Fred_18-Q3-R57-64_BATAC.296.fa	27	4226214	794390	156526.4	1083HQ	119_0	119_0	SPREPHQ	91.75	2.4	25	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__;g__;s__	ESV1363.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_1363,s:midas_s_1363;	99.2	1445	GU305771.1.1242 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;uncultured bacterium	97.1	1242	3.3557196	10.334871	0.051041387	0	0	0.0122459077227559	0.00330500472143532
Fred_18-Q3-R57-64_BATAC.298.fa	16	4085563	775928	255347.7	1083HQ	162_0	162_0	SPREPHQ	96.45	2.73	40	NA	1	1	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA2353;s__UBA2353 sp002344005	ESV3486.1413;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56,f:midas_f_428,g:midas_g_2143,s:midas_s_2143;	91.8	1416	EU662640.1.1461 Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;uncultured bacterium	99.2	1461	6.193324	16.852415	0.09493221	0	0	0.00837005454588762	0.00326030374706618
Fred_18-Q3-R57-64_BATAC.299.fa	46	5232622	1085070	113752.6	1083HQ	504_0	504_0	SPREPHQ	96.7	2.38	0	NA	1	1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SPDF01;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	97.3	1432	AJ519401.1.1260 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured actinobacterium	97.8	1260	8.84939	12.982116	0.1222422	0	0	0.0421293782427644	0.00998791752118408
Fred_18-Q3-R57-64_BATAC.308.fa	5	7333651	7301376	1466730.2	1083HQ	215_0	215_0	SPREPHQ	93.39	3.89	0	NA	2	2	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV6017.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	92.2	1481	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	92.5	1521	12.983415	25.672142	0.2027424	0	0	0.000877519611542946	0.000271673692510587
Fred_18-Q3-R57-64_BATAC.318.fa	29	6273563	750416	216329.8	1083HQ	76_0	76_0	SPREPHQ	94.02	4.38	0	NA	3	3	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__	ESV1424.1452;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:11-24,f:midas_f_1424,g:midas_g_1424,s:midas_s_1424;	82.9	1482	JX016641.1.1516 Bacteria;Acidobacteriota;Blastocatellia;11-24;uncultured bacterium	95.7	1519	5.6345644	13.506159	0.08872602	0	0	0.00460275143284442	0.00194827247216115
Fred_18-Q3-R57-64_BATAC.349.fa	109	6766460	298638	62077.6	1083HQ	498_0	498_0	SPREPHQ	91.38	3.72	0	NA	1	1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11320;g__;s__	ESV5504.1475;tax=d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:midas_g_5504,s:midas_s_5504;	93.2	1475	FM201112.1.1356 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured bacterium	98.7	1356	9.313402	8.416996	0.12943923	1	0	0.0426669189470448	0.0103547608013507
Fred_18-Q3-R57-64_BATAC.359.fa	111	6824975	332278	61486.3	1083HQ	421_0	421_0	SPREPHQ	92.09	2.37	0	NA	1	1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	ESV4097.1424;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,g:midas_g_2265,s:midas_s_4097;	99.9	1424	JX079302.1.1280 Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;uncultured bacterium	95.2	1282	4.2186966	9.712013	0.05849486	0	0	0.0514564233491935	0.0186275873796163
Fred_18-Q3-R57-64_BATAC.369.fa	48	8408442	1797305	175175.9	1083HQ	218_1	218_1	NA	96.36	3.79	83.33	NA	4	4	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	ESV4871.1409;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:midas_g_4871,s:midas_s_4871;	99.9	1409	EU332818.1.1442 Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;uncultured organism	95.1	1443	7.3851233	17.05251	NA	0	1	0.0356184254411274	0.00704639762740502
Fred_18-Q3-R57-64_BATAC.414.fa	1	2986848	2986848	2986848	1083HQ	154_0	154_0	SPREPHQ	96.95	0	0	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	ESV9370.1432;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_558,s:midas_s_9370;	89.8	1446	EU104008.1.1442 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;uncultured bacterium	95.8	1445	5.9668303	18.379805	0.09263644	0	0	0.0058952267928425	0.0017759736141063
Fred_18-Q3-R57-64_BATAC.421.fa	107	9033822	1226158	84428.2	1083HQ	457_0	457_0	SPREPHQ	92.19	1.82	100	NA	2	2	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__	ESV5525.1416;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:midas_g_5525,s:midas_s_5525;	99.1	1422	JQ408152.1.1311 Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;uncultured bacterium	93.9	1321	5.6686754	12.65641	0.084719025	0	1	0.0276972474534862	0.00867111144783696
Fred_18-Q3-R57-64_BATAC.422.fa	33	5824972	911427	176514.3	1083HQ	412_0	412_0	SPREPHQ	95.72	4.77	13.64	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__	ESV2881.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Nitrosomonadaceae,g:oc32,s:midas_s_2881;	95.9	1461	HQ343211.1.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;oc32;uncultured bacterium	96.5	1502	6.194244	10.487937	0.13200264	0	0	0.0162296649668858	0.00498147615112489
Fred_18-Q3-R57-64_BATAC.439.fa	28	5708227	906676	203865.2	1083HQ	267_1	267_1	SPREPHQ	94.7	2.02	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__	ESV367.1437;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Haliscomenobacter,s:midas_s_217;	99.9	1438	KC551729.1.1474 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Haliscomenobacter;uncultured bacterium	99.5	1476	4.8934817	11.421487	0.28562483	0	0	0.0173188174074828	0.00574086904879739
Fred_18-Q3-R57-64_BATAC.459.fa	5	7128469	3642197	1425693.8	1083HQ	441_0	441_0	SPREPHQ	98.64	2.15	0	NA	2	2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__	ESV8641.1468;tax=d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Prosthecobacter,s:midas_s_8641;	96.3	1468	EU104166.1.1477 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;uncultured bacterium	98.6	1479	10.932542	21.962534	0.1639499	1	0	0.0207371692884395	0.0043521140280778
Fred_18-Q3-R57-64_BATAC.466.fa	9	3031094	824307	336788.2	1083HQ	527_0	527_0	SPREPHQ	92.16	0.63	0	NA	1	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__	ESV2579.1410;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:midas_g_1919,s:midas_s_1919;	99.2	1410	GQ093827.1.1309 Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured;uncultured bacterium	98.5	1309	5.2854805	11.539623	0.07639379	0	0	0.0552869634809533	0.0153352031122772
Fred_18-Q3-R57-64_BATAC.480.fa	11	5670046	1339969	515458.7	1083HQ	550_1	550_1	SPREPHQ	98.2	0.27	0	NA	1	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	ESV327.1441;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Kineosporiales,f:Kineosporiaceae,g:midas_g_327,s:midas_s_327;	100	1441	FPLP01012784.8.1414 Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;uncultured;metagenome	99.8	1407	13.127315	20.344463	0.66317064	0	0	0.0106961176903153	0.00291964777510752
Fred_18-Q3-R57-64_BATAC.512.fa	23	4067196	1189675	176834.6	1083HQ	126_1	126_3	NA	92.33	0	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV37.1440;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_37;	99.7	1440	FPLP01007689.5.1503 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.1	1503	3.8407474	11.283909	NA	0	0	0.0113329289141345	0.00391412643814494
Fred_18-Q3-R57-64_BATAC.530.fa	31	7949834	1237637	256446.3	1083HQ	453_0	453_0	SPREPHQ	94.89	2.27	0	NA	2	2	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	ESV2104.1479;tax=d:Bacteria,p:Planctomycetes,c:OM190,o:midas_o_2104,f:midas_f_2104,g:midas_g_2104,s:midas_s_2104;	94.7	1480	JF776925.1.1478 Bacteria;Planctomycetota;OM190;uncultured planctomycete	95.5	1479	16.81827	10.14068	0.2582833	1	0	0.00638770691647347	0.00220780522102202
Fred_18-Q3-R57-64_BATAC.568.fa	23	5596532	868335	243327.5	1083HQ	365_0	365_0	SPREPHQ	97.64	4.1	19.23	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__;s__	ESV9272.1457;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:midas_g_2835,s:midas_s_2835;	98	1458	JN391706.1.1500 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;uncultured;uncultured bacterium	98.3	1500	7.945294	14.500086	0.11089536	0	0	0.044941044333789	0.0107686754306596
Fred_18-Q3-R57-64_BATAC.601.fa	23	4679051	836289	203437	1083HQ	482_0	482_0	SPREPHQ	95.02	0.61	0	NA	1	1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__	ESV1093.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:midas_s_984;	99.7	1404	JQ668549.1.1484 Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;uncultured Devosia sp.	98.8	1478	6.0418406	12.434577	0.08917547	0	0	0.0375262443762051	0.01146172217312
Fred_18-Q3-R57-64_BATAC.609.fa	49	4075793	469747	83179.4	1083HQ	405_0	405_0	SPREPHQ	91.88	3.08	0	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	ESV4049.1467;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Lysobacter,s:Lysobacter_oligotrophicus;	99	1469	AB249682.1.1452 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter daecheongensis	98.8	1454	5.662175	8.759196	0.08121719	0	0	0.0592289476176944	0.0235280866905366
Fred_18-Q3-R57-64_BATAC.644.fa	3	2490855	2432191	830285	1083HQ	317_1	317_1	SPREPHQ	97.04	2.78	62.5	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7239;g__UBA7239;s__	ESV1904.1457;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,s:midas_s_1429;	97.3	1458	EU104233.1.1461 Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;uncultured bacterium	95.8	1462	6.474726	15.1180105	0.12582597	1	0	0.00567008890479205	0.00171667318834177
Fred_18-Q3-R57-64_BATAC.715.fa	8	4759590	2575668	594948.8	1083HQ	79_0	79_0	SPREPHQ	96.04	1.23	25	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;s__	ESV1178.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:midas_g_1178,s:midas_s_1178;	93.3	1453	EF562554.1.1469 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Lacibacter;uncultured Bacteroidetes bacterium	98.6	1469	4.5376635	14.88472	0.074562036	0	0	0.00620288331047811	0.00139250788560337
Fred_18-Q3-R57-64_BATAC.716.fa	19	6243297	1607261	328594.6	1083HQ	442_0	442_0	SPREPHQ	97.93	2.04	33.33	NA	1	1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__	ESV8641.1468;tax=d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Prosthecobacter,s:midas_s_8641;	95.9	1468	EU104166.1.1477 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;uncultured bacterium	97.9	1479	6.948192	15.998209	0.10711562	1	0	0.0193739502321839	0.00526101607581484
Fred_18-Q3-R57-64_BATAC.76.fa	65	7708984	1656236	118599.8	1083HQ	484_1	484_8	NA	98.9	4.4	50	NA	2	2	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	ESV929.1448;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_764,s:midas_s_929;	100	1448	JN609373.1.1487 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium	99.8	1489	12.133469	22.054321	NA	0	0	0.0221612056616609	0.00455571316309179
Fred_18-Q3-R57-64_BATAC.8.fa	16	3865153	765270	241572.1	1083HQ	376_0	376_0	SPREPHQ	98.26	0.93	100	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__	ESV1179.1457;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Caenimonas,s:midas_s_1179;	100	1457	FPLP01012303.1.1451 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;metagenome	99.7	1451	10.461104	18.279778	0.15585408	0	0	0.0267554078149307	0.00649467342542248
Fred_18-Q3-R57-64_BATAC.80.fa	4	5797985	4201203	1449496.2	1083HQ	137_2	137_3	SPREPHQ	98.51	2.97	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ESV7693.1439;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_23;	99.9	1439	FPLP01010156.15.1511 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	98.1	1498	7.059227	22.187807	0.11093597	0	0	0.00620399671695115	0.00207892712939819
Fred_18-Q3-R57-64_BATAC.85v2.fa	1	4314146	4314146	4314146	1083HQ	552_0	552_0	SPREPHQ	98.91	1.09	0	CIRCULAR	2	2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Austwickia;s__	ESV8771.1444;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Dermatophilaceae,g:midas_g_739,s:midas_s_8771;	99.7	1444	AF527583.1.1463 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;uncultured;uncultured bacterium	95.9	1471	15.341542	23.980936	0.2395739	0	0	0.00307173845236683	0.00101905380853877
Fred_18-Q3-R57-64_BATAC.880.fa	81	4912355	275682	60646.4	1083HQ	346_1	346_2	NA	91.9	3.84	42.86	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__	ESV6500.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Sulfuritalea,s:midas_s_6500;	98.7	1461	FQ659375.1.1359 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Sulfuritalea;uncultured soil bacterium	98.7	1359	5.8356123	9.379903	NA	0	0	0.0533943699426357	0.0152687642281948
Fred_18-Q3-R57-64_MAXAC.004.fa	30	5273801	1177119	175793.4	1083HQ	388_1	388_1	NA	97.66	1.6	57.14	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	98.5	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	98.5	1509	18.442684	27.297544	NA	0	0	0.0229066090087512	0.00669530870612834
Fred_18-Q3-R57-64_MAXAC.027.fa	56	5655074	883303	100983.5	1083HQ	328_1	328_1	NA	97.67	4	71.43	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__	ESV2437.1494;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Ca_Accumulibacter,s:Ca_Accumulibacter_phosphatis;	100	1494	EF565152.1.1530 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Candidatus Accumulibacter;uncultured bacterium	99.7	1531	33.654778	39.87552	NA	0	0	0.012215963867741	0.00326907963934562
Fred_18-Q3-R57-64_MAXAC.070.fa	21	4962344	752232	236302.1	1083HQ	108_1	108_6	NA	91.67	1.16	0	NA	2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV142.1441;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_142,s:midas_s_142;	100	1441	JQ624281.1.1490 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured Bacteroidetes bacterium	99	1491	4.154333	11.81123	NA	0	0	0.0173660648398682	0.00580568264831405
Fred_18-Q3-R57-64_MAXAC.073.fa	17	3391806	1381470	199518	1083HQ	319_1	319_1	NA	97.65	4.69	82.35	NA	1	1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	ESV4234.1494;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cellvibrionales,f:Porticoccaceae,g:C1-B045,s:midas_s_3241;	99.9	1494	FPLP01006613.9.1466 Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;metagenome	99.5	1458	11.622204	18.693424	NA	1	0	0.0139249437654474	0.00358516620136606
Fred_18-Q3-R57-64_MAXAC.109_cln.fa	1	5836944	5836944	5836944	1083HQ	416_1	416_1	SPREPHQ	98.9	0	0	CIRCULAR	2	2	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__	ESV206.1461;tax=d:Bacteria,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,g:midas_g_206,s:midas_s_206;	99.9	1461	FPLP01002772.1.1236 Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;metagenome	97.8	1237	14.256265	20.260622	0.244525	0	0	0.00621408146237737	0.00142036405465037
Fred_18-Q3-R57-64_MAXAC.112.fa	39	6159798	897636	157943.5	1083HQ	244_0	244_0	SPREPHQ	98	1.82	50	NA	2	2	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13;s__	ESV1091.1411;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:OLB13,s:midas_s_1091;	99.9	1411	FPLP01007138.10.1478 Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;OLB13;metagenome	99.5	1471	8.251363	17.825367	0.1279423	0	1	0.0134833928081252	0.00310355688143847
Fred_18-Q3-R57-64_MAXAC.148.fa	52	4294646	1071109	82589.3	1083HQ	336_1	336_2	NA	96.7	1.1	0	NA	2	2	d__Bacteria;p__AABM5-125-24;c__RPQS01;o__RPQS01;f__RPQS01;g__;s__	ESV4370.1445;tax=d:Bacteria,p:Fibrobacteres,c:Chitinivibrionia,o:midas_o_1477,f:midas_f_1477,g:midas_g_1477,s:midas_s_1477;	99.2	1445	FPLP01006634.11.1515 Bacteria;Desulfobacterota;Desulfuromonadia;PB19;metagenome	95.5	1505	5.105921	10.487606	NA	0	0	0.0154987686698436	0.00436859903963029
Fred_18-Q3-R57-64_MAXAC.209.fa	8	3750010	1461799	468751.2	1083HQ	359_0	359_0	SPREPHQ	95.18	0.97	50	NA	2	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	ESV1282.1475;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:Dokdonella,s:midas_s_1282;	100	1475	JN679143.1.1520 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella;uncultured Dokdonella sp.	99.4	1520	42.87264	85.983345	0.8148741	0	0	0.011129465333644	0.00262808612422784
Fred_18-Q3-R57-64_MAXAC.220.fa	238	3791595	1910380	15931.1	1083HQ	418_0	418_0	SPREPHQ	99.61	1.5	20	NA	7	7	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	ESV146.1471;tax=d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,s:midas_s_146;	100	1471	AF429762.1.1386 Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus infantarius	99.6	1386	5.805153	11.948917	0.14035064	0	0	0.0200919274488757	0.00960693206078111
Fred_18-Q3-R57-64_MAXAC.222.fa	5	2698472	2550182	539694.4	1083HQ	221_1	221_1	NA	96.63	0	0	NA	1	1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	ESV595.1458;tax=d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MVP-88,f:midas_f_595,g:midas_g_595,s:midas_s_595;	100	1458	FPLP01009312.6.1482 Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;metagenome	99.7	1477	25.684132	30.658564	NA	0	1	0.00201801128937276	0.00055019594980336
Fred_18-Q3-R57-64_MAXAC.248.fa	32	4505335	1039295	140791.7	1083HQ	86_1	86_3	NA	95.39	3.94	75	NA	1	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ESV390.1453;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Terrimonas,s:midas_s_390;	99.5	1454	KJ782815.1.1492 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;uncultured bacterium	99.3	1493	4.7767653	14.726836	NA	0	0	0.0382083583960961	0.00920945117799265
Fred_18-Q3-R57-64_MAXAC.250.fa	52	5527228	533661	106292.8	1083HQ	231_1	231_2	NA	92.45	3.8	75	NA	1	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	ESV895.1442;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:Blastocatellales,f:Blastocatellaceae,g:JGI_0001001-H03,s:midas_s_895;	99.2	1442	FPLP01004473.3.1243 Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03;metagenome	98.8	1241	5.6846423	12.203158	NA	0	0	0.017653919341968	0.00488732785705635
Fred_18-Q3-R57-64_MAXAC.274.fa	12	4805494	2197433	400457.8	1083HQ	529_0	529_0	SPREPHQ	98.43	0.87	0	NA	2	2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia;s__	ESV4052.1419;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales,f:Dongiaceae,g:Dongia,s:midas_s_4052;	99.2	1419	FPLS01010083.10.1484 Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;metagenome	98.9	1475	5.686886	10.922123	0.08626474	0	0	0.0156002115282919	0.00592859421023996
